ID,FirstName,LastName,GivenName,BirthCity,BirthState,BirthCountry,BirthDate,Bats,Throws,Weight,Height,Debut
17993,Bert,Whaling,Albert James,Los Angeles,CA,USA,1888-06-22,R,R,185.0,72.0,1913-04-22
17994,Charlie,Wheatley,Charles D.,Rosedale,KS,USA,1893-06-27,R,R,174.0,71.0,1912-09-06
17995,Lee,Wheat,Leroy William,Edwardsville,IL,USA,1929-09-15,R,R,200.0,76.0,1954-04-21
17996,Mack,Wheat,McKinley Davis,Polo,MO,USA,1893-06-09,R,R,167.0,71.0,1915-05-14
17997,Woody,Wheaton,Elwood Pierce,Philadelphia,PA,USA,1914-10-03,L,L,160.0,68.0,1943-09-28
17998,Zack,Wheat,Zachariah Davis,Hamilton,MO,USA,1888-05-23,L,R,170.0,70.0,1909-09-11
17999,Bobby,Wheelock,Warren Henry,Charlestown,MA,USA,1864-08-06,R,R,160.0,68.0,1887-05-19
18000,Dan,Wheeler,Daniel Michael,Providence,RI,USA,1977-12-10,R,R,220.0,75.0,1999-09-01
18001,Dick,Wheeler,Richard,Keene,NH,USA,1898-01-14,R,R,185.0,71.0,1918-06-13
18002,Don,Wheeler,Donald Wesley,Minneapolis,MN,USA,1922-09-29,R,R,175.0,70.0,1949-04-23
18003,Ed,Wheeler,Edward Leroy,Sherman,MI,USA,1878-06-15,B,R,160.0,70.0,1902-05-10
18004,Ed,Wheeler,Edward Raymond,Los Angeles,CA,USA,1915-05-24,R,R,160.0,69.0,1945-04-19
18005,Gary,Wheelock,Gary Richard,Bakersfield,CA,USA,1951-11-29,R,R,205.0,75.0,1976-09-17
18006,George,Wheeler,George Louis,Methuen,MA,USA,1869-07-30,B,,180.0,69.0,1896-09-18
18007,George,Wheeler,George Harrison,Shelburn,IN,USA,1881-11-10,L,R,180.0,69.0,1910-07-27
18008,Harry,Wheeler,Harry Eugene,Versailles,IN,USA,1858-03-03,R,R,165.0,71.0,1878-06-19
18009,Rip,Wheeler,Floyd Clark,Marion,KY,USA,1898-03-02,R,R,180.0,72.0,1921-09-30
18010,Ryan,Wheeler,Ryan Gerard,Torrance,CA,USA,1988-07-10,L,R,230.0,75.0,2012-07-20
18011,Zach,Wheeler,Zachary Harrison,Smyrna,GA,USA,1990-05-30,L,R,195.0,76.0,2013-06-18
18012,Zelous,Wheeler,Zelous Lamar,Childersburg,AL,USA,1987-01-16,R,R,220.0,70.0,2014-07-03
18013,Jimmy,Whelan,James Francis,Kansas City,KS,USA,1890-05-11,R,R,165.0,68.0,1913-04-24
18014,Kevin,Whelan,Kevin Joseph,Kerrville,TX,USA,1984-01-08,R,R,205.0,71.0,2011-06-10
18015,Tom,Whelan,Thomas Joseph,Lynn,MA,USA,1894-01-03,R,R,175.0,71.0,1920-08-13
18016,Jack,Whillock,Jack Franklin,Clinton,AR,USA,1942-11-04,R,R,195.0,75.0,1971-08-29
18017,Larry,Whisenton,Larry,St. Louis,MO,USA,1956-07-03,L,L,190.0,73.0,1977-09-17
18018,Matt,Whisenant,Matthew Michael,Los Angeles,CA,USA,1971-06-08,R,L,215.0,75.0,1997-07-04
18019,Pete,Whisenant,Thomas Peter,Asheville,NC,USA,1929-12-14,R,R,190.0,74.0,1952-04-16
18020,Wes,Whisler,Wesley Guy,Indianapolis,IN,USA,1983-04-07,L,L,240.0,77.0,2009-06-02
18021,Lew,Whistler,Lewis W.,St. Louis,MO,USA,1868-03-10,,R,178.0,70.0,1890-08-07
18022,Lou,Whitaker,Louis Rodman,Brooklyn,NY,USA,1957-05-12,L,R,160.0,71.0,1977-09-09
18023,Pat,Whitaker,William H.,St. Louis,MO,USA,1865-12-06,R,R,165.0,70.0,1888-10-11
18024,Steve,Whitaker,Stephen Edward,Tacoma,WA,USA,1943-05-07,L,R,180.0,72.0,1966-08-23
18025,Bill,Whitby,William Edward,Crewe,VA,USA,1943-07-29,R,R,190.0,73.0,1964-06-17
18026,Bob,Whitcher,Robert Arthur,Berlin,NH,USA,1917-04-29,L,L,165.0,68.0,1945-08-20
18027,Abe,White,Adel,Winder,GA,USA,1904-05-16,R,L,185.0,72.0,1937-07-05
18028,Alex,White,Alex Bruce,Greenville,NC,USA,1988-08-29,R,R,220.0,75.0,2011-04-30
18029,Barney,White,William Barney,Paris,TX,USA,1923-06-25,R,R,186.0,71.0,1945-06-05
18030,Bill,White,William Edward,Milner,GA,USA,,,,,,1879-06-21
18031,Bill,White,William Dighton,Bridgeport,OH,USA,1860-05-01,R,R,160.0,71.0,1883-06-01
18032,Bill,White,William DeKova,Lakewood,FL,USA,1934-01-28,L,L,185.0,72.0,1956-05-07
18033,Bill,White,William Cowart,Louisville,KY,USA,1978-11-20,L,L,215.0,75.0,2007-09-05
18034,Burgess,Whitehead,Burgess Urquhart,Tarboro,NC,USA,1910-06-29,R,R,160.0,70.0,1933-04-30
18035,Charlie,Whitehouse,Charles Evis,Mattoon,IL,USA,1894-01-25,B,L,152.0,72.0,1914-08-29
18036,Charlie,White,Charles,Kinston,NC,USA,1927-08-12,L,R,192.0,71.0,1954-04-18
18037,Deacon,White,James Laurie,Caton,NY,USA,1847-12-07,L,R,175.0,71.0,1871-05-04
18038,Deke,White,George Frederick,Albany,NY,USA,1872-09-08,B,L,,,1895-09-14
18039,Devon,White,Devon Markes,Kingston,,Jamaica,1962-12-29,B,R,170.0,73.0,1985-09-02
18040,Derrick,White,Derrick Ramon,San Rafael,CA,USA,1969-10-12,R,R,220.0,73.0,1993-07-22
18041,Doc,White,Guy Harris,Washington,DC,USA,1879-04-09,L,L,150.0,73.0,1901-04-22
18042,Don,White,Donald William,Everett,WA,USA,1919-01-08,R,R,195.0,73.0,1948-04-19
18043,Earl,Whitehill,Earl Oliver,Cedar Rapids,IA,USA,1899-02-07,L,L,174.0,69.0,1923-09-15
18044,Ed,White,Edward Perry,Anniston,AL,USA,1926-04-06,R,R,200.0,74.0,1955-09-16
18045,Ed,Whited,Edward Morris,Bristol,PA,USA,1964-02-09,R,R,195.0,75.0,1989-07-05
18046,Elmer,White,Willard Elmer,Caton,NY,USA,1849-12-07,,,,,1871-05-04
18047,Elder,White,Elder Lafayette,Colerain,NC,USA,1933-12-23,R,R,165.0,71.0,1962-04-10
18048,Eli,Whiteside,Dustin Eli,New Albany,MS,USA,1979-10-22,R,R,220.0,74.0,2005-07-05
18049,Ernie,White,Ernest Daniel,Pacolet Mills,SC,USA,1916-09-05,R,L,175.0,71.0,1940-05-09
18050,Frank,White,Frank,Greenville,MS,USA,1950-09-04,R,R,165.0,71.0,1973-06-12
18051,Fuzz,White,Albert Eugene,Springfield,MO,USA,1916-06-27,L,R,175.0,72.0,1940-09-17
18052,Gabe,White,Gabriel Allen,Sebring,FL,USA,1971-11-20,L,L,200.0,74.0,1994-05-27
18053,George,Whiteman,George,Peoria,IL,USA,1882-12-23,R,R,160.0,67.0,1907-09-13
18054,Gil,Whitehouse,Gilbert Arthur,Somerville,MA,USA,1893-10-15,B,R,170.0,70.0,1912-06-20
18055,Guerdon,Whiteley,Guerdon W.,Hopkinton,RI,USA,1859-10-05,,,190.0,71.0,1884-08-07
18056,Hal,White,Harold George,Utica,NY,USA,1919-03-18,R,R,165.0,70.0,1941-04-22
18057,Jack,White,John Wallace,Traders Point,IN,USA,1878-01-19,R,R,,66.0,1904-06-26
18058,Jack,White,John Peter,New York,NY,USA,1905-08-31,B,R,150.0,67.0,1927-06-22
18059,Jerry,White,Jerome Cardell,Shirley,MA,USA,1952-08-23,B,R,164.0,70.0,1974-09-16
18060,Jo-Jo,White,Joyner Clifford,Red Oak,GA,USA,1909-06-01,L,R,165.0,71.0,1932-04-15
18061,John,Whitehead,John Henderson,Coleman,TX,USA,1909-04-27,R,R,195.0,74.0,1935-04-19
18062,Josh,Whitesell,Joshua S.,Durham,NC,USA,1982-04-14,L,L,220.0,75.0,2008-09-02
18063,Kirby,White,Oliver Kirby,Hillsboro,OH,USA,1884-01-03,L,R,190.0,72.0,1909-05-04
18064,Larry,White,Larry David,San Fernando,CA,USA,1958-09-24,R,R,190.0,77.0,1983-09-20
18065,Len,Whitehouse,Leonard Joseph,Burlington,VT,USA,1957-09-10,L,L,175.0,71.0,1981-09-01
18066,Mark,Whiten,Mark Anthony,Pensacola,FL,USA,1966-11-25,B,R,210.0,75.0,1990-07-12
18067,Matt,Whiteside,Matthew Christopher,Charleston,MO,USA,1967-08-08,R,R,185.0,72.0,1992-08-05
18068,Matt,White,Matthew Joseph,Pittsfield,MA,USA,1977-08-19,R,L,180.0,73.0,2003-05-27
18069,Milt,Whitehead,Milton Pringle,Toronto,ON,CAN,,B,R,154.0,68.0,1884-04-20
18070,Mike,White,Joyner Michael,Detroit,MI,USA,1938-12-18,R,R,160.0,68.0,1963-09-21
18071,Myron,White,Myron Alan,Long Beach,CA,USA,1957-08-01,L,L,180.0,71.0,1978-09-04
18072,Rick,White,Richard Allen,Springfield,OH,USA,1968-12-23,R,R,215.0,76.0,1994-04-06
18073,Roy,White,Roy Hilton,Los Angeles,CA,USA,1943-12-27,B,R,160.0,70.0,1965-09-07
18074,Rondell,White,Rondell Bernard,Milledgeville,GA,USA,1972-02-23,R,R,193.0,73.0,1993-09-01
18075,Sam,White,Samuel Lambeth,Kinsley,West Yorkshire,United Kingdom,1893-08-23,L,R,185.0,72.0,1919-09-08
18076,Sammy,White,Sammy Charles,Wenatchee,WA,USA,1927-07-07,R,R,195.0,75.0,1951-09-26
18077,Sean,Whiteside,David Sean,Lakeland,FL,USA,1971-04-19,L,L,190.0,76.0,1995-04-29
18078,Sean,White,Sean Thomas,Pullman,WA,USA,1981-04-25,R,R,210.0,76.0,2007-04-04
18079,Steve,White,Stephen Vincent,Dorchester,MA,USA,1884-12-21,R,R,160.0,70.0,1912-05-29
18080,Warren,White,William Warren,Milton,NY,USA,,,,170.0,70.0,1871-06-17
18081,Wally,Whitehurst,Walter Richard,Shreveport,LA,USA,1964-04-11,R,R,180.0,75.0,1989-07-17
18082,Will,White,William Henry,Caton,NY,USA,1854-10-11,B,R,175.0,69.0,1877-07-20
18083,Fred,Whitfield,Fred Dwight,Vandiver,AL,USA,1938-01-07,L,L,190.0,73.0,1962-05-27
18084,Terry,Whitfield,Terry Bertland,Blythe,CA,USA,1953-01-12,L,R,197.0,73.0,1974-09-29
18085,Ed,Whiting,Edward C.,Philadelphia,PA,USA,,L,R,188.0,,1882-05-02
18086,Jesse,Whiting,Jesse Way,Philadelphia,PA,USA,1879-05-30,,R,154.0,70.0,1902-09-27
18087,Chase,Whitley,Chase Coleman,Ranburne,AL,USA,1989-06-14,R,R,215.0,75.0,2014-05-15
18088,Dan,Whitmer,Daniel Charles,Redlands,CA,USA,1955-11-23,R,R,195.0,75.0,1980-07-20
18089,Darrell,Whitmore,Darrell Lamont,Front Royal,VA,USA,1968-11-18,L,R,210.0,73.0,1993-06-25
18090,Dick,Whitman,Dick Corwin,Woodburn,OR,USA,1920-11-09,L,R,170.0,71.0,1946-04-16
18091,Frank,Whitman,Walter Franklin,Marengo,IN,USA,1924-08-15,R,R,175.0,74.0,1946-06-30
18092,Art,Whitney,Arthur Wilson,Brockton,MA,USA,1858-01-16,R,R,155.0,68.0,1880-05-01
18093,Frank,Whitney,Frank Thomas,Brockton,MA,USA,1856-02-18,R,R,152.0,67.0,1876-05-17
18094,Jim,Whitney,James Evans,Conklin,NY,USA,1857-11-10,L,R,172.0,74.0,1881-05-02
18095,Pinky,Whitney,Arthur Carter,San Antonio,TX,USA,1905-01-02,R,R,165.0,70.0,1928-04-11
18096,Bill,Whitrock,William Franklin,Cincinnati,OH,USA,1870-03-04,,R,170.0,67.0,1890-05-03
18097,Ed,Whitson,Eddie Lee,Johnson City,TN,USA,1955-05-19,R,R,195.0,75.0,1977-09-04
18098,Ernie,Whitt,Leo Ernest,Detroit,MI,USA,1952-06-13,L,R,200.0,74.0,1976-09-12
18099,Possum,Whitted,George Bostic,Durham,NC,USA,1890-02-04,R,R,168.0,68.0,1912-09-16
18100,Walt,Whittaker,Walter Elton,Chelsea,MA,USA,1894-06-11,L,R,165.0,69.0,1916-07-06
18101,Kevin,Wickander,Kevin Dean,Fort Dodge,IA,USA,1965-01-04,L,L,202.0,74.0,1989-08-10
18102,Bob,Wicker,Robert Kitridge,Bono,IN,USA,1877-05-25,R,R,180.0,74.0,1901-08-11
18103,Dave,Wickersham,David Clifford,Erie,PA,USA,1935-09-27,R,R,188.0,75.0,1960-09-18
18104,Floyd,Wicker,Floyd Euliss,Burlington,NC,USA,1943-09-12,L,R,175.0,74.0,1968-06-23
18105,Kemp,Wicker,Kemp Caswell,Kernersville,NC,USA,1906-08-13,R,L,182.0,71.0,1936-08-14
18106,Al,Wickland,Albert,Chicago,IL,USA,1888-01-27,L,L,155.0,67.0,1913-08-21
18107,Bob,Wickman,Robert Joe,Green Bay,WI,USA,1969-02-06,R,R,207.0,73.0,1992-08-24
18108,Chris,Widger,Christopher Jon,Wilmington,DE,USA,1971-05-21,R,R,195.0,75.0,1995-06-23
18109,Al,Widmar,Albert Joseph,Cleveland,OH,USA,1925-03-20,R,R,185.0,75.0,1947-04-25
18110,Wild Bill,Widner,William Waterfield,Cincinnati,OH,USA,1867-06-03,R,R,180.0,72.0,1887-06-08
18111,Ted,Wieand,Franklin Delano Roosevelt,Walnutport,PA,USA,1933-04-04,R,R,195.0,74.0,1958-09-27
18112,Charlie,Wiedemeyer,Charles John,Chicago,IL,USA,1914-01-31,L,L,180.0,75.0,1934-09-09
18113,Tom,Wiedenbauer,Thomas John,Menomonee,WI,USA,1958-11-05,R,R,180.0,73.0,1979-09-14
18114,Stump,Weidman,George Edward,Rochester,NY,USA,1861-02-17,R,R,165.0,67.0,1880-08-26
18115,Tom,Wieghaus,Thomas Robert,Chicago Heights,IL,USA,1957-02-01,R,R,195.0,72.0,1981-10-04
18116,Joe,Wieland,Joseph Andrew,Reno,NV,USA,1990-01-21,R,R,205.0,74.0,2012-04-14
18117,Jack,Wieneke,John,Saltsburg,PA,USA,1894-03-10,R,L,182.0,72.0,1921-07-04
18118,Bob,Wiesler,Robert George,St. Louis,MO,USA,1930-08-13,B,L,188.0,75.0,1951-08-03
18119,Matt,Wieters,Matthew Richard,Goose Creek,SC,USA,1986-05-21,B,R,230.0,77.0,2009-05-29
18120,Whitey,Wietelmann,William Frederick,Zanesville,OH,USA,1919-03-15,B,R,170.0,72.0,1939-09-06
18121,Alan,Wiggins,Alan Anthony,Los Angeles,CA,USA,1958-02-17,B,R,160.0,74.0,1981-09-04
18122,Scott,Wiggins,Scott Joseph,Fort Thomas,KY,USA,1976-03-24,L,L,205.0,75.0,2002-09-11
18123,Ty,Wigginton,Ty Allen,San Diego,CA,USA,1977-10-11,R,R,215.0,72.0,2002-05-16
18124,Jimmy,Wiggs,James Alvin,Trondhjem,,Norway,1876-09-01,B,L,200.0,76.0,1903-04-23
18125,Bill,Wight,William Robert,Rio Vista,CA,USA,1922-04-12,L,L,180.0,73.0,1946-04-17
18126,Fred,Wigington,Fred Thomas,Rogers,NE,USA,1897-12-16,R,R,168.0,70.0,1923-04-20
18127,Sandy,Wihtol,Alexander Ames,Palo Alto,CA,USA,1955-06-01,R,R,195.0,73.0,1979-09-07
18128,Del,Wilber,Delbert Quentin,Lincoln Park,MI,USA,1919-02-24,R,R,200.0,75.0,1946-04-21
18129,Claude,Wilborn,Claude Edward,Woodsdale,NC,USA,1912-09-01,L,R,180.0,73.0,1940-09-08
18130,Ted,Wilborn,Thaddeaus Inglehart,Waco,TX,USA,1958-12-16,B,R,165.0,72.0,1979-04-05
18131,Milt,Wilcox,Milton Edward,Honolulu,HI,USA,1950-04-20,R,R,185.0,74.0,1970-09-05
18132,Randy,Wiles,Randall E.,Fort Belvoir,VA,USA,1951-09-10,L,L,185.0,73.0,1977-08-07
18133,Joseph,Wiley,Joseph,Philadelphia,PA,USA,1857-03-14,,,,,1884-06-23
18134,Mark,Wiley,Mark Eugene,National City,CA,USA,1948-02-28,R,R,200.0,73.0,1975-06-17
18135,Rob,Wilfong,Robert Daniel,Pasadena,CA,USA,1953-09-01,L,R,180.0,73.0,1977-04-10
18136,Harry,Wilhelm,Harry Lester,Uniontown,PA,USA,1874-04-07,R,R,155.0,67.0,1899-08-12
18137,Hoyt,Wilhelm,James Hoyt,Huntersville,NC,USA,1922-07-26,R,R,190.0,72.0,1952-04-18
18138,Jim,Wilhelm,James Webster,San Rafael,CA,USA,1952-09-20,R,R,190.0,75.0,1978-09-04
18139,Kaiser,Wilhelm,Irvin Key,Wooster,OH,USA,1877-01-26,R,R,162.0,72.0,1903-04-18
18140,Spider,Wilhelm,Charles Ernest,Baltimore,MD,USA,1929-05-23,R,R,170.0,69.0,1953-09-06
18141,Tom,Wilhelmsen,Thomas Mark,Tucson,AZ,USA,1983-12-16,R,R,220.0,78.0,2011-04-03
18142,Joe,Wilhoit,Joseph William,Hiawatha,KS,USA,1885-12-20,L,R,175.0,74.0,1916-04-12
18143,Denney,Wilie,Dennis Ernest,Mount Calm,TX,USA,1890-09-22,L,L,155.0,68.0,1911-07-27
18144,Adam,Wilk,Adam Robert,Anaheim,CA,USA,1987-12-09,L,L,180.0,74.0,2011-05-26
18145,Brad,Wilkerson,Stephen Bradley,Owensboro,KY,USA,1977-06-01,L,L,200.0,72.0,2001-07-12
18146,Curt,Wilkerson,Curtis Vernon,Petersburg,VA,USA,1961-04-26,B,R,158.0,69.0,1983-09-10
18147,Harry,Wilke,Henry Joseph,Cincinnati,OH,USA,1900-12-14,R,R,171.0,70.0,1927-05-12
18148,Andy,Wilkins,Andrew Robert,Tulsa,OK,USA,1988-09-13,L,R,220.0,73.0,2014-08-31
18149,Bill,Wilkinson,William Carl,Greybull,WY,USA,1964-08-10,R,L,160.0,70.0,1985-06-13
18150,Bobby,Wilkins,Robert Linwood,Denton,NC,USA,1922-08-11,R,R,165.0,69.0,1944-04-18
18151,Dean,Wilkins,Dean Allan,Blue Island,IL,USA,1966-08-24,R,R,170.0,73.0,1989-08-21
18152,Ed,Wilkinson,Edward Henry,Jacksonville,OR,USA,1890-06-20,R,R,170.0,72.0,1911-07-04
18153,Eric,Wilkins,Eric Lamoine,St. Louis,MO,USA,1956-12-09,R,R,190.0,73.0,1979-04-11
18154,Lefty,Wilkie,Aldon Jay,Zealandia,SK,CAN,1914-10-30,L,L,175.0,71.0,1941-04-22
18155,Marc,Wilkins,Marc Allen,Mansfield,OH,USA,1970-10-21,R,R,205.0,71.0,1996-05-11
18156,Rick,Wilkins,Richard David,Jacksonville,FL,USA,1967-06-04,L,R,210.0,74.0,1991-06-06
18157,Roy,Wilkinson,Roy Hamilton,Canandaigua,NY,USA,1893-05-08,R,R,170.0,73.0,1918-04-29
18158,Ted,Wilks,Theodore,Fulton,NY,USA,1915-11-13,R,R,178.0,69.0,1944-04-25
18159,Jerry,Willard,Gerald Duane,Oxnard,CA,USA,1960-03-14,L,R,195.0,74.0,1984-04-11
18160,Bob,Will,Robert Lee,Berwyn,IL,USA,1931-07-15,L,L,175.0,70.0,1957-04-16
18161,Carl,Willey,Carlton Francis,Cherryfield,ME,USA,1931-06-06,R,R,175.0,72.0,1958-04-30
18162,Ed,Willett,Robert Edgar,Norfolk,VA,USA,1884-03-07,R,R,183.0,72.0,1906-09-05
18163,Nick,Willhite,Jon Nicholas,Tulsa,OK,USA,1941-01-27,L,L,190.0,74.0,1963-06-16
18164,Ace,Williams,Robert Fulton,Montclair,NJ,USA,1917-03-18,R,L,174.0,74.0,1940-07-15
18165,Al,Williamson,Silas Albert,Buckville,AR,USA,1900-02-20,R,R,160.0,71.0,1928-04-27
18166,Al,Williams,Almon Edward,Valhermosa Springs,AL,USA,1914-05-11,R,R,200.0,75.0,1937-04-19
18167,Albert,Williams,Albert Hamilton,Pearl Lagoon,,Nicaragua,1954-05-06,R,R,190.0,76.0,1980-05-07
18168,Antone,Williamson,Anthony Joseph,Harbor City,CA,USA,1973-07-18,L,R,195.0,73.0,1997-05-31
18169,Art,Williams,Arthur Franklin,Somerville,MA,USA,1877-08-26,L,R,,,1902-05-07
18170,Bernie,Williams,Bernard,Alameda,CA,USA,1948-10-08,R,R,175.0,73.0,1970-09-07
18171,Bernie,Williams,Bernabe,San Juan,,P.R.,1968-09-13,B,R,180.0,74.0,1991-07-07
18172,Billy,Williams,Billy Leo,Whistler,AL,USA,1938-06-15,L,R,175.0,73.0,1959-08-06
18173,Billy,Williams,William,Newberry,SC,USA,1932-06-13,L,R,195.0,75.0,1969-08-15
18174,Bob,Williams,Robert Elias,Monday,OH,USA,1884-04-27,R,R,190.0,72.0,1911-07-03
18175,Brian,Williams,Brian O'Neal,Lancaster,SC,USA,1969-02-15,R,R,205.0,75.0,1991-09-16
18176,Carl,Willis,Carl Blake,Danville,VA,USA,1960-12-28,L,R,210.0,76.0,1984-06-09
18177,Charlie,Williams,Charles Prosek,Flushing,NY,USA,1947-10-11,R,R,200.0,74.0,1971-04-23
18178,Cy,Williams,Fred,Wadena,IN,USA,1887-12-21,L,L,180.0,74.0,1912-07-18
18179,Dale,Williams,Elisha Alphonso,Ludlow,KY,USA,1855-10-06,R,R,175.0,69.0,1876-08-12
18180,Dave,Williams,David Owen,Scranton,PA,USA,1881-02-07,R,L,167.0,71.0,1902-07-02
18181,Davey,Williams,David Carlous,Dallas,TX,USA,1927-11-02,R,R,160.0,70.0,1949-09-16
18182,Dale,Willis,Dale Jerome,Calhoun,GA,USA,1938-05-29,R,R,165.0,71.0,1963-04-14
18183,Dallas,Williams,Dallas McKinley,Brooklyn,NY,USA,1958-02-28,L,L,165.0,71.0,1981-09-19
18184,Dana,Williams,Dana Lamont,Weirton,WV,USA,1963-03-20,R,R,170.0,70.0,1989-06-19
18185,David,Williams,David Aaron,Anchorage,AK,USA,1979-03-12,L,L,215.0,75.0,2001-06-06
18186,Denny,Williams,Evon Daniel,Portland,OR,USA,1896-12-13,L,R,150.0,68.0,1921-04-15
18187,Dewey,Williams,Dewey Edgar,Durham,NC,USA,1916-02-05,R,R,160.0,72.0,1944-06-28
18188,Dib,Williams,Edwin Dibrell,Greenbrier,AR,USA,1910-01-19,R,R,175.0,71.0,1930-04-27
18189,Dick,Williams,Richard Hirschfeld,St. Louis,MO,USA,1929-05-07,R,R,190.0,72.0,1951-06-10
18190,Don,Williams,Don Fred,Floyd,VA,USA,1931-09-14,R,R,180.0,74.0,1958-09-12
18191,Don,Williams,Donald Reid,Los Angeles,CA,USA,1935-09-02,R,R,218.0,77.0,1963-08-04
18192,Dontrelle,Willis,Dontrelle Wayne,Oakland,CA,USA,1982-01-12,L,L,230.0,74.0,2003-05-09
18193,Earl,Williams,Earl Baxter,Cumberland Gap,TN,USA,1903-01-27,R,R,185.0,72.0,1928-05-27
18194,Earl,Williams,Earl Craig,Newark,NJ,USA,1948-07-14,R,R,215.0,75.0,1970-09-13
18195,Eddie,Williams,Edward Laquan,Shreveport,LA,USA,1964-11-01,R,R,175.0,72.0,1986-04-18
18196,Frank,Williams,Frank Lee,Seattle,WA,USA,1958-02-13,R,R,180.0,73.0,1984-04-05
18197,George,Williams,George,Detroit,MI,USA,1939-10-23,R,R,165.0,71.0,1961-07-16
18198,Gerald,Williams,Gerald Floyd,New Orleans,LA,USA,1966-08-10,R,R,190.0,74.0,1992-09-15
18199,George,Williams,George Erik,La Crosse,WI,USA,1969-04-22,B,R,190.0,70.0,1995-07-14
18200,Glenn,Williams,Glenn David,Gosford,New South Wales,Australia,1977-07-18,B,R,195.0,74.0,2005-06-07
18201,Gus,Williams,Augustine H.,New York,NY,USA,,,,170.0,71.0,1890-04-18
18202,Gus,Williams,August Joseph,Omaha,NE,USA,1888-05-07,L,L,185.0,72.0,1911-04-12
18203,Harry,Williams,Harry Peter,Omaha,NE,USA,1890-06-23,R,R,200.0,73.0,1913-08-07
18204,Howie,Williamson,Nathaniel Howard,Little Rock,AR,USA,1904-12-23,L,L,170.0,72.0,1928-07-07
18205,Hugh,Willingham,Thomas Hugh,Dalhart,TX,USA,1906-05-30,R,R,180.0,72.0,1930-09-13
18206,Jackson,Williams,Jackson Thomas,Tulsa,OK,USA,1986-05-14,R,R,200.0,71.0,2014-08-27
18207,Jeff,Williams,Jeffrey F.,Canberra,Capital Territory,Australia,1972-06-06,R,L,185.0,72.0,1999-09-12
18208,Jerome,Williams,Jerome Lee,Honolulu,HI,USA,1981-12-04,R,R,260.0,75.0,2003-04-26
18209,Jimmy,Williams,James Thomas,St. Louis,MO,USA,1876-12-20,R,R,175.0,69.0,1899-04-15
18210,Jim,Willis,James Gladden,Doyline,LA,USA,1927-03-20,L,R,175.0,75.0,1953-04-22
18211,Jimy,Williams,James Francis,Santa Maria,CA,USA,1943-10-04,R,R,170.0,70.0,1966-04-26
18212,Jim,Williams,James Alfred,Zachary,LA,USA,1947-04-29,R,R,190.0,74.0,1969-09-08
18213,Jimmy,Williams,James Andrew,Catawba,OH,USA,1847-01-04,,,,,
18214,Joe,Willis,Joseph Dank,Coal Grove,OH,USA,1890-04-09,R,L,185.0,73.0,1911-05-03
18215,Johnnie,Williams,John Brodie,Honolulu,HI,USA,1889-07-16,R,R,180.0,72.0,1914-04-21
18216,Josh,Willingham,Joshua David,Florence,AL,USA,1979-02-17,R,R,230.0,74.0,2004-07-06
18217,Julius,Willigrod,Julius,Marshalltown,IA,USA,1857-10-27,L,,,69.0,1882-07-15
18218,Ken,Williams,Kenneth Roy,Grants Pass,OR,USA,1890-06-28,L,R,170.0,72.0,1915-07-14
18219,Ken,Williams,Kenneth Royal,Berkeley,CA,USA,1964-04-06,R,R,187.0,74.0,1986-09-02
18220,Keith,Williams,David Keith,Bedford,PA,USA,1972-04-21,R,R,190.0,72.0,1996-06-07
18221,Lefty,Williams,Claude Preston,Aurora,MO,USA,1893-03-09,R,L,160.0,69.0,1913-09-17
18222,Lefty,Willis,Charles William,Leetown,WV,USA,1905-11-04,L,L,175.0,73.0,1925-10-03
18223,Leon,Williams,Leon Theo,Macon,GA,USA,1905-12-02,L,L,154.0,70.0,1926-05-26
18224,Les,Willis,Lester Evans,Nacogdoches,TX,USA,1908-01-17,L,L,195.0,69.0,1947-04-28
18225,Marsh,Williams,Marshall McDiarmid,Faison,NC,USA,1893-02-21,R,R,180.0,72.0,1916-07-07
18226,Mark,Williams,Mark Westley,Elmira,NY,USA,1953-07-28,L,L,180.0,72.0,1977-05-20
18227,Matt,Williams,Matthew Evan,Houston,TX,USA,1959-07-25,R,R,200.0,73.0,1983-08-02
18228,Matt,Williams,Matthew Derrick,Bishop,CA,USA,1965-11-28,R,R,205.0,74.0,1987-04-11
18229,Mark,Williamson,Mark Alan,Corpus Christi,TX,USA,1959-07-21,R,R,155.0,72.0,1987-04-08
18230,Matt,Williams,Matt Taylor,Virginia Beach,VA,USA,1971-04-12,B,L,185.0,72.0,2000-04-05
18231,Mason,Williams,Mason,Pawtucket,RI,USA,1991-08-21,L,R,185.0,73.0,2015-06-12
18232,Mac,Williamson,Johnathan Mackensey,Jacksonville,FL,USA,1990-07-15,R,R,240.0,77.0,2015-09-23
18233,Mike,Willis,Michael Henry,Oklahoma City,OK,USA,1950-12-26,L,L,205.0,74.0,1977-04-13
18234,Mitch,Williams,Mitchell Steven,Santa Ana,CA,USA,1964-11-17,L,L,180.0,75.0,1986-04-09
18235,Mike,Williams,Michael Darren,Radford,VA,USA,1968-07-29,R,R,190.0,74.0,1992-06-30
18236,Mutt,Williams,David Carter,Ozark,AR,USA,1892-07-31,R,R,195.0,75.0,1913-10-04
18237,Ned,Williamson,Edward Nagle,Philadelphia,PA,USA,1857-10-24,R,R,210.0,71.0,1878-05-01
18238,Otto,Williams,Otto George,Newark,NJ,USA,1877-11-02,R,R,165.0,68.0,1902-10-05
